source,source_query,repository,issue_number,title,url,state,created_at,updated_at,github_labels,candidate_failure_labels,candidate_primary_failure,candidate_cause_labels,priority_score,body_excerpt
github_search,ci failure,pytorch/pytorch,180739,[Inductor][CPU] test_linear_thread_factors produces incorrect results with k-slicing on AVX2,https://github.com/pytorch/pytorch/issues/180739,open,2026-04-18T13:30:48Z,2026-04-23T15:59:31Z,oncall: pt2|module: inductor|oncall: cpu inductor,precision_tolerance|dtype_casting,precision_tolerance,compiler_codegen|reduction_accumulation|api_semantics|environment_configuration,12,"### Description `test_linear_thread_factors` in `test/inductor/test_cpu_select_algorithm.py` fails consistently on `linux.2xlarge.avx2` CI machines with: ``` AssertionError: Incorrect result from choice DataProcessorChoiceCallerWrapper(<CppTemplateCaller>) ``` Two test variants fail: - `test_linear_thread_factors_batch_size_1024_in_features_1024_out_features_1024_bias_True_cpu_float32` - `test_linear_thread_factors_dynamic_shapes_batch_size_1024_in_features_1024_out_features_1024_bias_False_cpu_float32` ### Root Cause Analysis This is a **pre-existing bug** exposed when `test_cpu_select_algorithm.py` was added to CI in commit `358117c166b` (April 9, #172618). The test uses `@set_num_threads(56)` and `@inductor_config.patch({""cpp.gemm_thread_factors"": ""4,2,7""})`. With M=N=K=1024 and K-factor=7, this activates **k-slicing** — splitting K accumulation across 7 thread groups with inter-thread reduction. The autotuning VERIFY mechanism compares the CPU template kernel output against ATen/MKL reference (atol=1e-4, rtol=1e-4 for float32) and finds a mismatch. Potential issues in the k-slicing codegen (`torch/_inductor/codegen/cpp_gemm_template.py`): 1. **Jinja variable scoping** (lines..."
github_search,windows install,pytorch/pytorch,22331,Integer division by Zero giving large number results instead of NaN/inf on Windows,https://github.com/pytorch/pytorch/issues/22331,open,2019-06-28T04:10:49Z,2023-08-09T19:41:13Z,module: cpu|triaged,nan_inf,nan_inf,hardware_backend|environment_configuration,10,"## 🐛 Bug Integer tensors, when divided by zero, is giving large integer values as answers instead of flagging as ZeroDivision error or results as inf/NaN. Float numbers, however, are behaving as expected (returns inf) For e.g in Numpy, the behavior is to return inf with ""RuntimeWarning: divide by zero encountered in true_divide"" ## To Reproduce Steps to reproduce the behavior: ``` 1. torch.tensor([3,4,5])/torch.tensor([5,0,1]) >>> tensor([0, 4294967295,5]) 2. torch.tensor([3,4,5])/0 >>> tensor([4294967295, 4294967295, 4294967295]) #For floats 3. torch.tensor([3.0,4.0,5.0])/0 >>> tensor([inf, inf, inf] Comparison to Numpy: np.array([3,4,5])/0 >>> array([inf, inf, inf]) RuntimeWarning: divide by zero encountered in true_divide ``` - PyTorch Version: '1.1.0' - OS : Windows - Installed PyTorch: pip - Python version: 3.7 - CUDA/cuDNN version: Cuda release 9.0, V9.0.176 - GPU models and configuration: NVIDIA GTX1070 **Update**: The above behavior is seen in JupyterNotebook. On trying from the Python console itself, the process just terminates - which I found out was an issue closed with won'tfix at https://github.com/pytorch/pytorch/issues/8079. Wondering why the behavior is different..."
github_search,install,cupy/cupy,9830,CuPy-on-ROCm: `compute_capability` collision causes kernel cache corruption on heterogeneous multi-GPU systems,https://github.com/cupy/cupy/issues/9830,open,2026-03-25T14:46:42Z,2026-04-15T04:44:13Z,cat:bug|hip,crash_compile,crash_compile,compiler_codegen|hardware_backend|environment_configuration,9,"### Description # CuPy-on-ROCm: `compute_capability` collision causes kernel cache corruption on heterogeneous multi-GPU systems ## Summary `cupy.cuda.Device(i).compute_capability` returns the same string for GPUs with different GCN architectures (e.g. gfx906 and gfx908 both return `""90""`). CuPy uses this value as part of its kernel disk-cache key, so a binary compiled for one GPU architecture is incorrectly loaded on another, producing `hipErrorNoBinaryForGpu` at runtime. ## Environment | Component | Version | |-----------|---------| | CuPy | 14.0.1 | | ROCm / HIP runtime | 6.2.41134 | | GPU 0 | AMD Radeon VII (gfx906:sramecc+:xnack-) | | GPU 1 | AMD Instinct MI100 (gfx908:sramecc+:xnack-) | | OS | Linux 6.8.0-87-generic | | Python | 3.11.0rc1 | ## Reproducer ```python import cupy as cp # Step 1: Show that compute_capability does not distinguish the GPUs for i in range(cp.cuda.runtime.getDeviceCount()): props = cp.cuda.runtime.getDeviceProperties(i) gcn = props.get(""gcnArchName"", b"""").decode() cc = cp.cuda.Device(i).compute_capability print(f""Device {i}: gcnArchName={gcn} compute_capability={cc}"") # Output: # Device 0: gcnArchName=gfx906:sramecc+:xnack- compute_capability=90 # ..."
github_search,windows install,pytorch/pytorch,170508,[Windows][Python 3.12] Torch 2.6.0+cu124 fails with Triton ImportError: AttrsDescriptor missing,https://github.com/pytorch/pytorch/issues/170508,closed,2025-12-16T02:43:44Z,2025-12-23T03:23:19Z,module: windows|triaged,precision_tolerance|crash_compile,precision_tolerance,compiler_codegen|hardware_backend|api_semantics|environment_configuration,9,"### 🐛 Describe the bug # [Windows][Python 3.12] Torch 2.6.0+cu124 fails with Triton ImportError: AttrsDescriptor missing ## Description On **Windows 11 + Python 3.12**, installing the CUDA 12.4 builds of PyTorch and running Unsloth (or Hugging Face/TorchAO quantization) fails due to a Triton import error. The bundled Triton runtime in PyTorch appears incompatible with the expected API. ## Environment - OS: Windows 11 - Python: 3.12 - Torch: 2.6.0+cu124 - Torchvision: 0.21.0+cu124 - xformers: 0.0.29.post3 - GPU: NVIDIA GeForce RTX 4070 Ti (CUDA 12.4) - Package: Unsloth (latest pip release) ## Steps to Reproduce 1. Create a Python 3.12 venv on Windows: ```powershell python -m venv unsloth_env .\unsloth_env\Scripts\Activate.ps1 2. Install pinned packages: ``` pip install torch==2.6.0+cu124 torchvision==0.21.0+cu124 xformers==0.0.29.post3 --index-url https://download.pytorch.org/whl/cu124 pip install unsloth ``` 3. Run: `python -m unsloth run unsloth/Nemotron-3-Nano-30B-A3B-GGUF --file Nemotron-3-Nano-30B-A3B-F16.gguf` Actual Behavior Crash occurs during Unsloth startup patches: ImportError: cannot import name 'AttrsDescriptor' from 'triton.compiler.compiler' (G:\tools\Unsloth\unslo..."
github_search,ci failure,pytorch/pytorch,183821,[Triton pin 44c91e532420] CI failure tracker,https://github.com/pytorch/pytorch/issues/183821,open,2026-05-15T00:31:57Z,2026-05-15T00:47:08Z,module: ci|triaged|bot-triaged,performance_only,performance_only,compiler_codegen|hardware_backend|environment_configuration,9,"<!-- triton-pin-tracker: 44c91e5324206c54eb10c11581491a01599ebce1 --> # Triton pin update CI tracker — pin `44c91e532420` Pin: [`44c91e5324206c54eb10c11581491a01599ebce1`](https://github.com/triton-lang/triton/commit/44c91e5324206c54eb10c11581491a01599ebce1) PyTorch PR: #183775 Last updated: 2026-05-15 00:47 UTC ## Summary - Total failures tracked: 40 - Open: 39 - Resolved: 1 ## Open failures by backend ### NVIDIA (20) - `(build, linux-jammy-cuda13.0-cudnn9-py3.10-clang18 / build-osdc)` — [logs](https://github.com/pytorch/pytorch/actions/runs/25882832859/job/76066977071) - `linux-jammy-cuda13.0-py3.10-gcc11-sm100 / test (smoke_b200, 1, 1, linux.dgx.b200)` — [logs](https://github.com/pytorch/pytorch/actions/runs/25882835292/job/76081362829) - `inductor-test / test (inductor_torchbench, 2, 2, linux.g5.4xlarge.nvidia.gpu)` — [logs](https://github.com/pytorch/pytorch/actions/runs/25882841177/job/76085754084) - `inductor-test / test (inductor_torchbench, 1, 2, linux.g5.4xlarge.nvidia.gpu)` — [logs](https://github.com/pytorch/pytorch/actions/runs/25882841177/job/76085754072) - `inductor-test / test (inductor_timm, 2, 2, linux.g5.4xlarge.nvidia.gpu)` — [logs](https://github.com/pytorch..."
github_search,install,cupy/cupy,9237,[RFC] Introduce `nvmath-python` as a required dependency,https://github.com/cupy/cupy/issues/9237,open,2025-07-13T04:50:16Z,2026-05-05T01:08:36Z,cat:enhancement|prio:high,precision_tolerance|performance_only,precision_tolerance,async_race_ordering|hardware_backend|reduction_accumulation|environment_configuration,7,"# nvmath-python [nvmath-python](https://docs.nvidia.com/cuda/nvmath-python/latest/index.html) is the Python library covering NVIDIA’s high-performance GPU & CPU math libraries. The integration with `nvmath-python` will happen at several levels. ## Binding Integration `nvmath.bindings` offers Python and Cython bindings to CUDA math libraries that CuPy depends on, such as cuBLAS, cuSOLVER, cuFFT, …. In particular, `nvmath.bindings` solves the library loading problem to support CUDA installed via pip, conda, or system package manager, so that CuPy will get the support for free (see [Path Finder](https://github.com/NVIDIA/cuda-python/issues/451)). The easiest integration will be to cimport Cython symbols from the `nvmath.bindings.cyXXXXX` module in the corresponding `cupy_backends.cuda.libs.XXXXX` module. The Cython layer does redirection so that all library symbols are exposed, with the internal layer underneath that is responsible for library loading, very much like the infrastructure of `cuda.bindings`. Then, CuPy can drop the `cupy_backends/cuda/cupy_XXXXX.h` headers. We also recommend CuPy to stop expanding the surface area of Python bindings to CUDA math libraries (ex: `cupy_b..."
github_search,ci failure,pytorch/pytorch,106377,Command to reproduce error is incorrect,https://github.com/pytorch/pytorch/issues/106377,open,2023-08-01T11:54:23Z,2025-11-11T13:29:41Z,needs reproduction|good first issue|module: tests|triaged|module: infra|module: testing,needs_review,needs_review,unknown,7,"### 🐛 Describe the bug ``` To execute this test, run the following from the base repo dir: TEST_WITH_TORCHINDUCTOR=1 python test/test_torch.py -k test_nondeterministic_alert_NLLLoss_cuda ``` But I had to run it with ``` PYTORCH_TEST_WITH_INDUCTOR=1 python test/test_torch.py -k test_nondeterministic_alert_NLLLoss_cuda ``` Ref CI failure: https://github.com/pytorch/pytorch/actions/runs/5678841216/job/15391208767?pr=106118 Ref PR: https://github.com/pytorch/pytorch/pull/106118 ### Versions master cc @mruberry @ZainRizvi"
github_search,question,triton-lang/triton,3124,Question: Layer Norm tutorial 05,https://github.com/triton-lang/triton/issues/3124,open,2024-02-14T00:27:25Z,2024-02-14T00:27:25Z,,dtype_casting,dtype_casting,memory_mask_bounds|reduction_accumulation,7,"I think I am missing something when going over the Triton implementation of LayerNorm in the tutorial. In the forward, we compute the mean as: ```python _mean = tl.zeros([BLOCK_SIZE], dtype=tl.float32) for off in range(0, N, BLOCK_SIZE): cols = off + tl.arange(0, BLOCK_SIZE) a = tl.load(X + cols, mask=cols < N, other=0.).to(tl.float32) _mean += a mean = tl.sum(_mean, axis=0) / N ``` But below, we enforce `N <= BLOCK_SIZE`: ```python if N > BLOCK_SIZE: raise RuntimeError(""This layer norm doesn't support feature dim >= 64KB."") ``` So I am a bit confused by the implementation of the forward. Couldn't we do something as simple as: ```python cols = tl.arange(0, BLOCK_SIZE) mean = tl.sum(tl.load(X + cols, mask=cols < N, other=0.).to(tl.float32)) / N ``` I think I might be missing a subtlety here. Is there a situation where the more complex implementation in the tutorial is useful, because even if I use a `BLOCK_SIZE < N`, I feel like I would launch more kernels instead of going through the for loop over `range(0, N, BLOCK_SIZE)`. Very curious to have your thoughts, thank you!"
github_search,install,triton-lang/triton,3603,install failed in ubuntu,https://github.com/triton-lang/triton/issues/3603,open,2024-04-08T15:42:02Z,2024-04-08T15:42:02Z,,overflow_underflow|crash_compile,overflow_underflow,compiler_codegen|environment_configuration,7,"I'm using Ubuntu22 and want to install triton from source, but got these error. `pip install triton==2.2.0` can be done successfully, but I want to edit a file, as refer to [This Issue](https://github.com/state-spaces/mamba/issues/84). How can I solve this error?Thanks very much! ``` .triton/llvm/llvm+mlir-17.0.0-x86_64-linux-gnu-ubuntu-18.04-release/include/mlir/IR/Value.h:95:56: error: ‘void* __builtin_memset(void*, int, long unsigned int)’ specified size between 18446744039349813224 and 18446744073709551608 exceeds maximum object size 9223372036854775807 [-Werror=stringop-overflow=] 95 | constexpr Value(detail::ValueImpl *impl = nullptr) : impl(impl) {} ... 270 | iterator begin() { return (iterator)this->BeginX; } | ~~~~~~^~~~~~ At global scope: cc1plus: note: unrecognized command-line option ‘-Wno-covered-switch-default’ may have been intended to silence earlier diagnostics cc1plus: all warnings being treated as errors gmake[2]: *** [lib/Conversion/TritonGPUToLLVM/CMakeFiles/obj.TritonGPUToLLVM.dir/build.make:163: lib/Conversion/TritonGPUToLLVM/CMakeFiles/obj.TritonGPUToLLVM.dir/ConvertLayoutOpToLLVM/SharedToDotOperandMMAv2.cpp.o] Error 1 gmake[2]: Leaving directory 'triton/..."
github_search,question,triton-lang/triton,9539,[Question] Motivation behind the large-scale matmul_ogs → matmul refactor,https://github.com/triton-lang/triton/issues/9539,open,2026-02-22T08:13:31Z,2026-02-22T08:13:31Z,,dtype_casting,dtype_casting,reduction_accumulation,7,"Hi Triton team, In early January 2026, a large refactor landed that renamed `matmul_ogs` to `matmul` along with significant architectural changes (custom dtype system, Layout/LayoutTransformation separation, TMA logic extraction, Mesh abstraction for distributed, etc.). The relevant PRs are: - PR #9134 — `[TRITON_KERNELS] some refactoring` (merged 2026-01-04, then reverted in PR #9140) - PR #9186 — `[TRITON_KERNELS] Reland refactor of tensor/layout/distributed` (merged 2026-01-10) However, none of these PRs include a description, design rationale, or review discussion. I also couldn't find any related issue or discussion thread explaining the motivation. I'd love to understand: 1. **What was the motivation** behind this large-scale refactor and the rename from `matmul_ogs` to `matmul`? 2. **Are there architectural goals** beyond naming simplification (e.g., the new custom dtype system, frozen Layout dataclass, LayoutTransformation separation)? 3. **Are there any compatibility considerations** for external users migrating from `matmul_ogs` to `matmul`? This kind of refactor has a significant impact on downstream users and integrations (e.g., vLLM, SGLang, HuggingFace Transformers..."
